"Indexcd","Idxtrd01","Idxtrd02","Idxtrd03","Idxtrd04","Idxtrd05","Idxtrd08"
"000001","2021-01-04","3474.679","3511.655","3457.206","3502.958","0.860600"
"000001","2021-01-05","3492.191","3528.677","3484.715","3528.677","0.734200"
"000001","2021-01-06","3530.907","3556.802","3513.126","3550.877","0.629100"
"000001","2021-01-07","3552.909","3576.205","3526.617","3576.205","0.713300"
"000001","2021-01-08","3577.692","3588.063","3544.891","3570.108","-0.170500"
"000001","2021-01-11","3571.321","3597.702","3516.986","3531.498","-1.081500"
"000001","2021-01-12","3518.011","3608.339","3517.469","3608.339","2.175900"
"000001","2021-01-13","3613.281","3622.348","3575.595","3598.652","-0.268500"
"000001","2021-01-14","3584.932","3599.058","3559.600","3565.905","-0.910000"
"000001","2021-01-15","3566.285","3589.266","3533.788","3566.378","0.013300"
"000001","2021-01-18","3554.798","3608.767","3544.261","3596.224","0.836900"
"000001","2021-01-19","3596.356","3603.148","3553.024","3566.381","-0.829800"
"000001","2021-01-20","3564.121","3589.962","3556.443","3583.092","0.468600"
"000001","2021-01-21","3590.925","3636.244","3585.802","3621.264","1.065300"
"000001","2021-01-22","3616.540","3616.540","3585.034","3606.750","-0.400800"
"000001","2021-01-25","3605.361","3637.100","3591.020","3624.238","0.484900"
"000001","2021-01-26","3610.969","3610.969","3564.742","3569.429","-1.512300"
"000001","2021-01-27","3567.549","3578.797","3546.492","3573.341","0.109600"
"000001","2021-01-28","3534.669","3549.544","3496.879","3505.176","-1.907600"
"000001","2021-01-29","3521.718","3531.598","3446.547","3483.069","-0.630700"
"000001","2021-02-01","3477.172","3506.389","3469.875","3505.284","0.637800"
"000001","2021-02-02","3510.808","3535.502","3495.568","3533.685","0.810200"
"000001","2021-02-03","3531.149","3544.009","3508.507","3517.308","-0.463500"
"000001","2021-02-04","3503.779","3524.722","3465.771","3501.859","-0.439200"
"000001","2021-02-05","3509.487","3536.542","3492.962","3496.333","-0.157800"
"000001","2021-02-08","3504.563","3542.208","3492.129","3532.447","1.032900"
"000001","2021-02-09","3539.773","3604.011","3528.676","3603.489","2.011100"
"000001","2021-02-10","3612.613","3662.766","3612.505","3655.088","1.431900"
"000001","2021-02-18","3721.087","3731.687","3663.664","3675.357","0.554500"
"000001","2021-02-19","3661.783","3699.650","3634.015","3696.168","0.566200"
"000001","2021-02-22","3707.191","3717.267","3642.445","3642.445","-1.453500"
"000001","2021-02-23","3617.701","3672.151","3617.701","3636.357","-0.167100"
"000001","2021-02-24","3638.936","3645.647","3531.594","3564.080","-1.987600"
"000001","2021-02-25","3595.542","3608.557","3568.474","3585.046","0.588300"
"000001","2021-02-26","3514.565","3550.406","3500.704","3509.080","-2.119000"
"000001","2021-03-01","3531.480","3552.567","3511.989","3551.400","1.206000"
"000001","2021-03-02","3566.852","3566.852","3485.364","3508.591","-1.205400"
"000001","2021-03-03","3500.158","3577.622","3498.719","3576.905","1.947000"
"000001","2021-03-04","3546.641","3552.202","3487.376","3503.492","-2.052400"
"000001","2021-03-05","3463.309","3523.568","3456.667","3501.987","-0.043000"
"000001","2021-03-08","3524.983","3542.304","3421.215","3421.414","-2.300800"
"000001","2021-03-09","3415.339","3429.150","3328.312","3359.292","-1.815700"
"000001","2021-03-10","3389.839","3397.025","3354.823","3357.737","-0.046300"
"000001","2021-03-11","3369.902","3436.831","3369.902","3436.831","2.355600"
"000001","2021-03-12","3447.203","3454.506","3417.239","3453.078","0.472700"
