"Indexcd","Idxtrd01","Idxtrd02","Idxtrd03","Idxtrd04","Idxtrd05","Idxtrd08"
"000001","2001-01-02","2077.080","2103.540","2074.880","2103.470","1.446400"
"000001","2001-01-03","2108.250","2123.900","2105.500","2123.900","0.971300"
"000001","2001-01-04","2125.490","2127.420","2113.180","2117.410","-0.305600"
"000001","2001-01-05","2117.660","2125.380","2114.060","2125.300","0.372600"
"000001","2001-01-08","2128.600","2131.980","2092.100","2102.060","-1.093500"
"000001","2001-01-09","2099.320","2111.100","2082.840","2101.140","-0.043800"
"000001","2001-01-10","2102.080","2125.670","2102.070","2125.610","1.164600"
"000001","2001-01-11","2129.610","2131.370","2117.030","2119.140","-0.304400"
"000001","2001-01-12","2116.850","2117.730","2100.270","2104.750","-0.679000"
"000001","2001-01-15","2097.090","2097.090","2030.290","2032.440","-3.435600"
"000001","2001-01-16","2018.300","2045.950","2007.710","2045.890","0.661800"
"000001","2001-01-17","2046.380","2048.700","2031.760","2034.580","-0.552800"
"000001","2001-01-18","2033.690","2049.350","2033.580","2043.110","0.419300"
"000001","2001-01-19","2046.580","2067.880","2046.540","2065.610","1.101300"
"000001","2001-02-05","2069.860","2072.550","2005.680","2008.030","-2.787600"
"000001","2001-02-06","1999.720","1999.720","1956.180","1995.310","-0.633500"
"000001","2001-02-07","1995.600","1998.250","1978.600","1979.940","-0.770300"
"000001","2001-02-08","1977.560","1986.900","1926.400","1930.140","-2.515200"
"000001","2001-02-09","1935.190","1963.330","1935.190","1956.970","1.390100"
"000001","2001-02-12","1958.660","1961.810","1935.590","1961.220","0.217200"
"000001","2001-02-13","1962.530","1974.000","1958.990","1963.530","0.117800"
"000001","2001-02-14","1962.740","1966.840","1956.420","1963.200","-0.016800"
"000001","2001-02-15","1963.450","1966.920","1944.560","1946.480","-0.851700"
"000001","2001-02-16","1942.050","1942.120","1911.870","1941.960","-0.232200"
"000001","2001-02-19","1942.580","1969.350","1935.650","1967.550","1.317700"
"000001","2001-02-20","1969.780","1980.390","1947.260","1953.220","-0.728300"
"000001","2001-02-21","1948.420","1948.420","1901.200","1909.330","-2.247100"
"000001","2001-02-22","1901.990","1922.460","1893.780","1907.260","-0.108400"
"000001","2001-02-23","1906.910","1936.630","1906.550","1936.350","1.525200"
"000001","2001-02-26","1940.770","1953.770","1935.550","1953.340","0.877400"
"000001","2001-02-27","1956.270","1962.280","1946.980","1962.040","0.445400"
"000001","2001-02-28","1964.360","1965.020","1950.930","1959.180","-0.145800"
"000001","2001-03-01","1959.010","1968.360","1953.720","1965.120","0.303200"
"000001","2001-03-02","1969.060","1987.390","1968.960","1985.110","1.017200"
"000001","2001-03-05","1991.280","1993.810","1979.650","1984.200","-0.045800"
"000001","2001-03-06","1986.730","1990.060","1977.110","1990.060","0.295300"
"000001","2001-03-07","1991.280","1996.850","1986.040","1991.180","0.056300"
"000001","2001-03-08","1990.640","2002.250","1989.870","2000.900","0.488200"
"000001","2001-03-09","2003.200","2015.500","1999.480","2011.660","0.537800"
"000001","2001-03-12","2013.310","2015.600","2004.960","2012.550","0.044200"
"000001","2001-03-13","2012.160","2012.770","1992.170","1998.700","-0.688200"
"000001","2001-03-14","1996.150","2018.620","1994.940","2018.620","0.996600"
"000001","2001-03-15","2019.720","2027.330","2017.590","2022.600","0.197200"
"000001","2001-03-16","2023.030","2024.280","2011.990","2020.240","-0.116700"
"000001","2001-03-19","2019.850","2036.630","2017.490","2036.620","0.810800"
"000001","2001-03-20","2039.550","2045.940","2037.170","2045.790","0.450300"
"000001","2001-03-21","2047.630","2066.390","2046.430","2066.390","1.006900"
"000001","2001-03-22","2071.200","2087.530","2068.140","2087.530","1.023000"
"000001","2001-03-23","2091.180","2093.950","2052.550","2053.540","-1.628200"
"000001","2001-03-26","2052.050","2089.990","2052.050","2089.880","1.769600"
"000001","2001-03-27","2096.500","2107.300","2090.900","2107.260","0.831600"
"000001","2001-03-28","2109.750","2112.880","2096.920","2106.870","-0.018500"
"000001","2001-03-29","2107.220","2111.730","2096.930","2101.660","-0.247300"
"000001","2001-03-30","2101.100","2112.830","2096.280","2112.770","0.528600"
"000001","2001-04-02","2117.450","2126.970","2114.780","2125.080","0.582600"
"000001","2001-04-03","2127.780","2129.830","2109.250","2123.050","-0.095500"
"000001","2001-04-04","2123.890","2128.160","2084.930","2090.720","-1.522800"
"000001","2001-04-05","2084.810","2112.620","2081.640","2112.600","1.046500"
"000001","2001-04-06","2116.380","2122.220","2103.260","2108.610","-0.188900"
"000001","2001-04-09","2108.970","2117.410","2100.970","2117.370","0.415400"
"000001","2001-04-10","2119.540","2128.550","2119.360","2128.480","0.524700"
"000001","2001-04-11","2130.900","2134.510","2121.160","2131.400","0.137200"
"000001","2001-04-12","2132.810","2141.920","2124.810","2134.800","0.159500"
"000001","2001-04-13","2135.670","2145.440","2130.590","2145.400","0.496500"
"000001","2001-04-16","2150.290","2168.080","2150.290","2168.060","1.056200"
"000001","2001-04-17","2173.300","2177.160","2163.190","2176.680","0.397600"
"000001","2001-04-18","2177.990","2179.740","2167.590","2172.560","-0.189300"
"000001","2001-04-19","2172.430","2175.570","2148.310","2172.870","0.014300"
"000001","2001-04-20","2173.960","2179.570","2152.010","2152.330","-0.945300"
"000001","2001-04-23","2150.340","2157.510","2132.550","2150.430","-0.088300"
"000001","2001-04-24","2151.340","2166.190","2151.340","2166.170","0.731900"
"000001","2001-04-25","2168.050","2170.390","2115.260","2119.180","-2.169300"
"000001","2001-04-26","2113.390","2125.790","2102.820","2105.060","-0.666300"
"000001","2001-04-27","2104.030","2120.840","2104.030","2115.110","0.477400"
"000001","2001-04-30","2117.170","2122.500","2111.950","2119.180","0.192400"
"000001","2001-05-08","2119.900","2138.040","2119.890","2137.990","0.887600"
"000001","2001-05-09","2140.550","2142.380","2127.320","2132.890","-0.238500"
"000001","2001-05-10","2134.190","2147.340","2134.190","2147.280","0.674700"
"000001","2001-05-11","2150.320","2155.420","2144.760","2155.410","0.378600"
"000001","2001-05-14","2161.610","2178.700","2160.120","2178.470","1.069900"
"000001","2001-05-15","2184.790","2191.070","2176.790","2191.060","0.577900"
"000001","2001-05-16","2195.360","2199.540","2187.410","2199.500","0.385200"
"000001","2001-05-17","2201.980","2205.010","2187.840","2194.650","-0.220500"
"000001","2001-05-18","2194.620","2203.370","2186.650","2203.370","0.397300"
"000001","2001-05-21","2207.780","2213.750","2202.740","2213.590","0.463800"
"000001","2001-05-22","2215.770","2218.450","2205.250","2210.340","-0.146800"
"000001","2001-05-23","2210.850","2213.400","2175.280","2197.590","-0.576800"
"000001","2001-05-24","2198.010","2202.840","2192.170","2198.300","0.032300"
"000001","2001-05-25","2199.660","2204.240","2181.250","2193.580","-0.214700"
"000001","2001-05-28","2194.450","2194.830","2171.680","2179.700","-0.632800"
"000001","2001-05-29","2177.650","2188.760","2176.560","2180.280","0.026600"
"000001","2001-05-30","2180.620","2211.210","2180.530","2211.200","1.418200"
"000001","2001-05-31","2217.870","2222.650","2208.880","2214.260","0.138400"
"000001","2001-06-01","2216.560","2223.260","2212.160","2219.590","0.240700"
"000001","2001-06-04","2223.910","2229.050","2222.230","2226.780","0.323900"
"000001","2001-06-05","2229.250","2235.500","2226.820","2234.990","0.368700"
"000001","2001-06-06","2237.990","2241.090","2224.300","2238.500","0.157000"
"000001","2001-06-07","2241.010","2242.690","2223.410","2229.810","-0.388200"
"000001","2001-06-08","2229.210","2229.410","2211.750","2223.070","-0.302300"
"000001","2001-06-11","2223.790","2226.610","2206.640","2214.620","-0.380100"
"000001","2001-06-12","2213.540","2223.300","2211.860","2222.960","0.376600"
"000001","2001-06-13","2227.070","2242.420","2226.880","2242.420","0.875400"
"000001","2001-06-14","2243.300","2245.440","2201.010","2202.400","-1.784700"
"000001","2001-06-15","2196.690","2212.090","2188.250","2210.970","0.389100"
